region,year,variable,crop,data
Arusha,2001,area,maize,153083
Arusha,2001,yield,maize,1.2
Arusha,2001,production,maize,183700
Arusha,2001,area,sorghum,22638
Arusha,2001,yield,sorghum,0.8
Arusha,2001,production,sorghum,14749.279849942734
Arusha,2001,area,millet,8874.214208594147
Arusha,2001,yield,millet,0.8
Arusha,2001,production,millet,7099.371366875318
Arusha,2001,area,rice,13479
Arusha,2001,yield,rice,1.5
Arusha,2001,production,rice,20219
Arusha,2001,area,wheat,35420
Arusha,2001,yield,wheat,1.4
Arusha,2001,production,wheat,49587
Coast,2001,area,maize,68591
Coast,2001,yield,maize,0.6
Coast,2001,production,maize,41154
Coast,2001,area,sorghum,24699.67835803401
Coast,2001,yield,sorghum,0.7
Coast,2001,production,sorghum,17289.774850623806
Coast,2001,area,millet,NA
Coast,2001,yield,millet,NA
Coast,2001,production,millet,NA
Coast,2001,area,rice,14214.818184915073
Coast,2001,yield,rice,1.2
Coast,2001,production,rice,17057.781821898086
Coast,2001,area,wheat,NA
Coast,2001,yield,wheat,NA
Coast,2001,production,wheat,0
Dar es Salaam,2001,area,maize,9338
Dar es Salaam,2001,yield,maize,0.5
Dar es Salaam,2001,production,maize,4619.133466730112
Dar es Salaam,2001,area,sorghum,NA
Dar es Salaam,2001,yield,sorghum,NA
Dar es Salaam,2001,production,sorghum,NA
Dar es Salaam,2001,area,millet,NA
Dar es Salaam,2001,yield,millet,NA
Dar es Salaam,2001,production,millet,NA
Dar es Salaam,2001,area,rice,2587.5385162520224
Dar es Salaam,2001,yield,rice,1.2
Dar es Salaam,2001,production,rice,3105.0462195024265
Dar es Salaam,2001,area,wheat,NA
Dar es Salaam,2001,yield,wheat,NA
Dar es Salaam,2001,production,wheat,0
Dodoma,2001,area,maize,59149.7678995034
Dodoma,2001,yield,maize,1.6
Dodoma,2001,production,maize,94639.62863920545
Dodoma,2001,area,sorghum,97922.2628592828
Dodoma,2001,yield,sorghum,1.5
Dodoma,2001,production,sorghum,146883.3942889242
Dodoma,2001,area,millet,16470.67836522867
Dodoma,2001,yield,millet,1.1
Dodoma,2001,production,millet,18117.746201751535
Dodoma,2001,area,rice,6621.719576482583
Dodoma,2001,yield,rice,0.5
Dodoma,2001,production,rice,3310.8597882412914
Dodoma,2001,area,wheat,NA
Dodoma,2001,yield,wheat,NA
Dodoma,2001,production,wheat,0
Iringa,2001,area,maize,121332.77067633547
Iringa,2001,yield,maize,2.6
Iringa,2001,production,maize,315465.2037584722
Iringa,2001,area,sorghum,43043.90078293595
Iringa,2001,yield,sorghum,1.3
Iringa,2001,production,sorghum,55957.071017816736
Iringa,2001,area,millet,2169.7687857802443
Iringa,2001,yield,millet,1
Iringa,2001,production,millet,2169.7687857802443
Iringa,2001,area,rice,5630.889145834939
Iringa,2001,yield,rice,2.4
Iringa,2001,production,rice,13514.133950003854
Iringa,2001,area,wheat,10799.910727304747
Iringa,2001,yield,wheat,1.4
Iringa,2001,production,wheat,15119.875018226643
Kagera,2001,area,maize,45061.454249560244
Kagera,2001,yield,maize,2.3
Kagera,2001,production,maize,103641.34477398856
Kagera,2001,area,sorghum,12357.57965356978
Kagera,2001,yield,sorghum,1.6
Kagera,2001,production,sorghum,19772.12744571165
Kagera,2001,area,millet,483.39502386485776
Kagera,2001,yield,millet,1.1
Kagera,2001,production,millet,531.7345262513436
Kagera,2001,area,rice,1367.3559510232578
Kagera,2001,yield,rice,2.1
Kagera,2001,production,rice,2871.4474971488416
Kagera,2001,area,wheat,NA
Kagera,2001,yield,wheat,NA
Kagera,2001,production,wheat,0
Kigoma,2001,area,maize,56254.86981617887
Kigoma,2001,yield,maize,2.3
Kigoma,2001,production,maize,129386.20057721139
Kigoma,2001,area,sorghum,15615.60448162505
Kigoma,2001,yield,sorghum,1.6
Kigoma,2001,production,sorghum,24984.96717060008
Kigoma,2001,area,millet,3864.7018204203896
Kigoma,2001,yield,millet,1.3
Kigoma,2001,production,millet,5024.112366546507
Kigoma,2001,area,rice,1091.1874831055045
Kigoma,2001,yield,rice,2.5
Kigoma,2001,production,rice,2727.9687077637614
Kigoma,2001,area,wheat,NA
Kigoma,2001,yield,wheat,NA
Kigoma,2001,production,wheat,0
Kilimanjaro,2001,area,maize,99491.11336292524
Kilimanjaro,2001,yield,maize,1.6
Kilimanjaro,2001,production,maize,159185.7813806804
Kilimanjaro,2001,area,sorghum,7373.087068967742
Kilimanjaro,2001,yield,sorghum,1
Kilimanjaro,2001,production,sorghum,7373.087068967742
Kilimanjaro,2001,area,millet,4992.930240445773
Kilimanjaro,2001,yield,millet,1
Kilimanjaro,2001,production,millet,4992.930240445773
Kilimanjaro,2001,area,rice,6245.904852179398
Kilimanjaro,2001,yield,rice,2.3
Kilimanjaro,2001,production,rice,14365.581160012616
Kilimanjaro,2001,area,wheat,7507.351796905112
Kilimanjaro,2001,yield,wheat,1.3
Kilimanjaro,2001,production,wheat,9759.557335976646
Lindi,2001,area,maize,60525.22655086635
Lindi,2001,yield,maize,1.2
Lindi,2001,production,maize,72630.27186103961
Lindi,2001,area,sorghum,22121.488843205774
Lindi,2001,yield,sorghum,1
Lindi,2001,production,sorghum,22121.488843205774
Lindi,2001,area,millet,0
Lindi,2001,yield,millet,1
Lindi,2001,production,millet,0
Lindi,2001,area,rice,5582.481844596563
Lindi,2001,yield,rice,1.1
Lindi,2001,production,rice,6140.73002905622
Lindi,2001,area,wheat,NA
Lindi,2001,yield,wheat,NA
Lindi,2001,production,wheat,0
Mara,2001,area,maize,47515.59383229725
Mara,2001,yield,maize,2
Mara,2001,production,maize,95031.1876645945
Mara,2001,area,sorghum,54233.86565422924
Mara,2001,yield,sorghum,1.3
Mara,2001,production,sorghum,70504.025350498
Mara,2001,area,millet,21866.197666757762
Mara,2001,yield,millet,1.1
Mara,2001,production,millet,24052.817433433538
Mara,2001,area,rice,818.8460149733531
Mara,2001,yield,rice,1.2
Mara,2001,production,rice,982.6152179680238
Mara,2001,area,wheat,NA
Mara,2001,yield,wheat,NA
Mara,2001,production,wheat,0
Mbeya,2001,area,maize,101786.21550500697
Mbeya,2001,yield,maize,2.3
Mbeya,2001,production,maize,234108.29566151602
Mbeya,2001,area,sorghum,28853.75473076111
Mbeya,2001,yield,sorghum,1.3
Mbeya,2001,production,sorghum,37509.881149989444
Mbeya,2001,area,millet,26528.836215058604
Mbeya,2001,yield,millet,1
Mbeya,2001,production,millet,26528.836215058604
Mbeya,2001,area,rice,53206.722222314165
Mbeya,2001,yield,rice,2
Mbeya,2001,production,rice,106413.44444462833
Mbeya,2001,area,wheat,818.7822859807919
Mbeya,2001,yield,wheat,1.4
Mbeya,2001,production,wheat,1146.2952003731086
Morogoro,2001,area,maize,81428.33072090233
Morogoro,2001,yield,maize,2
Morogoro,2001,production,maize,162856.66144180467
Morogoro,2001,area,sorghum,22066.576781673655
Morogoro,2001,yield,sorghum,1.2
Morogoro,2001,production,sorghum,26479.892138008385
Morogoro,2001,area,millet,1228.9437292918442
Morogoro,2001,yield,millet,1.1
Morogoro,2001,production,millet,1351.8381022210287
Morogoro,2001,area,rice,37836.892809662524
Morogoro,2001,yield,rice,2.6
Morogoro,2001,production,rice,98375.92130512257
Morogoro,2001,area,wheat,NA
Morogoro,2001,yield,wheat,NA
Morogoro,2001,production,wheat,0
Mtwara,2001,area,maize,25502.92862965529
Mtwara,2001,yield,maize,1.2
Mtwara,2001,production,maize,30603.514355586347
Mtwara,2001,area,sorghum,39884.54980286851
Mtwara,2001,yield,sorghum,1
Mtwara,2001,production,sorghum,39884.54980286851
Mtwara,2001,area,millet,3209.3613830089266
Mtwara,2001,yield,millet,1
Mtwara,2001,production,millet,3209.3613830089266
Mtwara,2001,area,rice,19331.66041148743
Mtwara,2001,yield,rice,1.3
Mtwara,2001,production,rice,25131.15853493366
Mtwara,2001,area,wheat,NA
Mtwara,2001,yield,wheat,NA
Mtwara,2001,production,wheat,0
Mwanza,2001,area,maize,84812.60394530775
Mwanza,2001,yield,maize,1.8
Mwanza,2001,production,maize,152662.68710155395
Mwanza,2001,area,sorghum,78712.56807534573
Mwanza,2001,yield,sorghum,1.1
Mwanza,2001,production,sorghum,86583.8248828803
Mwanza,2001,area,millet,16781.60165325668
Mwanza,2001,yield,millet,1
Mwanza,2001,production,millet,16781.60165325668
Mwanza,2001,area,rice,34774.20831125311
Mwanza,2001,yield,rice,2
Mwanza,2001,production,rice,69548.41662250622
Mwanza,2001,area,wheat,NA
Mwanza,2001,yield,wheat,NA
Mwanza,2001,production,wheat,0
Rukwa,2001,area,maize,97619.38057671048
Rukwa,2001,yield,maize,2.3
Rukwa,2001,production,maize,224524.57532643407
Rukwa,2001,area,sorghum,10351.19022911747
Rukwa,2001,yield,sorghum,1.5
Rukwa,2001,production,sorghum,15526.785343676205
Rukwa,2001,area,millet,33839.83750316666
Rukwa,2001,yield,millet,1.2
Rukwa,2001,production,millet,40607.805003799986
Rukwa,2001,area,rice,18540.50221492451
Rukwa,2001,yield,rice,2
Rukwa,2001,production,rice,37081.00442984902
Rukwa,2001,area,wheat,673.3498803303758
Rukwa,2001,yield,wheat,1.2
Rukwa,2001,production,wheat,808.0198563964509
Ruvuma,2001,area,maize,90255.62125381433
Ruvuma,2001,yield,maize,1.8
Ruvuma,2001,production,maize,162460.1182568658
Ruvuma,2001,area,sorghum,3740.7632096399266
Ruvuma,2001,yield,sorghum,0.9
Ruvuma,2001,production,sorghum,3366.686888675934
Ruvuma,2001,area,millet,3980.188018228137
Ruvuma,2001,yield,millet,1
Ruvuma,2001,production,millet,3980.188018228137
Ruvuma,2001,area,rice,12180.738540308495
Ruvuma,2001,yield,rice,1.4
Ruvuma,2001,production,rice,17053.033956431893
Ruvuma,2001,area,wheat,NA
Ruvuma,2001,yield,wheat,NA
Ruvuma,2001,production,wheat,0
Shinyanga,2001,area,maize,133994.05099048748
Shinyanga,2001,yield,maize,1.5
Shinyanga,2001,production,maize,200991.07648573123
Shinyanga,2001,area,sorghum,73589.68939524921
Shinyanga,2001,yield,sorghum,1.3
Shinyanga,2001,production,sorghum,95666.59621382398
Shinyanga,2001,area,millet,24517.173186378073
Shinyanga,2001,yield,millet,1
Shinyanga,2001,production,millet,24517.173186378073
Shinyanga,2001,area,rice,53330.75011951909
Shinyanga,2001,yield,rice,2.3
Shinyanga,2001,production,rice,122660.7252748939
Shinyanga,2001,area,wheat,NA
Shinyanga,2001,yield,wheat,NA
Shinyanga,2001,production,wheat,0
Singida,2001,area,maize,56108.49557363316
Singida,2001,yield,maize,1.1
Singida,2001,production,maize,61719.34513099648
Singida,2001,area,sorghum,75126.84931895703
Singida,2001,yield,sorghum,1
Singida,2001,production,sorghum,75126.84931895703
Singida,2001,area,millet,23730.390543495243
Singida,2001,yield,millet,0.8
Singida,2001,production,millet,18984.312434796197
Singida,2001,area,rice,10074.188351721958
Singida,2001,yield,rice,1.1
Singida,2001,production,rice,11081.607186894154
Singida,2001,area,wheat,NA
Singida,2001,yield,wheat,NA
Singida,2001,production,wheat,0
Tabora,2001,area,maize,67199.84247434542
Tabora,2001,yield,maize,1.8
Tabora,2001,production,maize,120959.71645382176
Tabora,2001,area,sorghum,23412.108758997776
Tabora,2001,yield,sorghum,1.3
Tabora,2001,production,sorghum,30435.74138669711
Tabora,2001,area,millet,8540.212578585397
Tabora,2001,yield,millet,1
Tabora,2001,production,millet,8540.212578585397
Tabora,2001,area,rice,20997.55147751782
Tabora,2001,yield,rice,2.5
Tabora,2001,production,rice,52493.87869379455
Tabora,2001,area,wheat,NA
Tabora,2001,yield,wheat,NA
Tabora,2001,production,wheat,0
Tanga,2001,area,maize,128716.16319056884
Tanga,2001,yield,maize,1.2
Tanga,2001,production,maize,154459.3958286826
Tanga,2001,area,sorghum,40151.36315767984
Tanga,2001,yield,sorghum,1
Tanga,2001,production,sorghum,40151.36315767984
Tanga,2001,area,millet,NA
Tanga,2001,yield,millet,NA
Tanga,2001,production,millet,NA
Tanga,2001,area,rice,10034.111461370916
Tanga,2001,yield,rice,1.6
Tanga,2001,production,rice,16054.578338193465
Tanga,2001,area,wheat,117.12321485917515
Tanga,2001,yield,wheat,0.9
Tanga,2001,production,wheat,105.41089337325764
Arusha/Manyara,2002,area,maize,186634
Arusha/Manyara,2002,yield,maize,0.9
Arusha/Manyara,2002,production,maize,167970
Arusha/Manyara,2002,area,sorghum,17248
Arusha/Manyara,2002,yield,sorghum,0.8
Arusha/Manyara,2002,production,sorghum,13069
Arusha/Manyara,2002,area,millet,7228
Arusha/Manyara,2002,yield,millet,1.1
Arusha/Manyara,2002,production,millet,8301
Arusha/Manyara,2002,area,rice,21175
Arusha/Manyara,2002,yield,rice,2.2
Arusha/Manyara,2002,production,rice,47141
Arusha/Manyara,2002,area,wheat,48233
Arusha/Manyara,2002,yield,wheat,1
Arusha/Manyara,2002,production,wheat,48233
Coast,2002,area,maize,60615
Coast,2002,yield,maize,0.5
Coast,2002,production,maize,30308
Coast,2002,area,sorghum,21956
Coast,2002,yield,sorghum,0.3
Coast,2002,production,sorghum,7577
Coast,2002,area,millet,NA
Coast,2002,yield,millet,NA
Coast,2002,production,millet,0
Coast,2002,area,rice,28535
Coast,2002,yield,rice,0.5
Coast,2002,production,rice,14275
Coast,2002,area,wheat,NA
Coast,2002,yield,wheat,NA
Coast,2002,production,wheat,0
Dar es Salaam,2002,area,maize,7918
Dar es Salaam,2002,yield,maize,0.3
Dar es Salaam,2002,production,maize,2375
Dar es Salaam,2002,area,sorghum,0
Dar es Salaam,2002,yield,sorghum,NA
Dar es Salaam,2002,production,sorghum,0
Dar es Salaam,2002,area,millet,NA
Dar es Salaam,2002,yield,millet,NA
Dar es Salaam,2002,production,millet,0
Dar es Salaam,2002,area,rice,5853
Dar es Salaam,2002,yield,rice,-0.011105416025969587
Dar es Salaam,2002,production,rice,65
Dar es Salaam,2002,area,wheat,NA
Dar es Salaam,2002,yield,wheat,NA
Dar es Salaam,2002,production,wheat,0
Dodoma,2002,area,maize,98246
Dodoma,2002,yield,maize,0.5
Dodoma,2002,production,maize,49123
Dodoma,2002,area,sorghum,86503
Dodoma,2002,yield,sorghum,0.5
Dodoma,2002,production,sorghum,43252
Dodoma,2002,area,millet,18446
Dodoma,2002,yield,millet,0.5
Dodoma,2002,production,millet,9223
Dodoma,2002,area,rice,3828
Dodoma,2002,yield,rice,0.5
Dodoma,2002,production,rice,1914
Dodoma,2002,area,wheat,NA
Dodoma,2002,yield,wheat,NA
Dodoma,2002,production,wheat,0
Iringa,2002,area,maize,208480
Iringa,2002,yield,maize,1.2
Iringa,2002,production,maize,240175
Iringa,2002,area,sorghum,53293
Iringa,2002,yield,sorghum,1.3
Iringa,2002,production,sorghum,68540
Iringa,2002,area,millet,2209
Iringa,2002,yield,millet,0.6
Iringa,2002,production,millet,1377
Iringa,2002,area,rice,12738
Iringa,2002,yield,rice,1.7
Iringa,2002,production,rice,21646
Iringa,2002,area,wheat,14012
Iringa,2002,yield,wheat,1
Iringa,2002,production,wheat,14012
Kagera,2002,area,maize,85877
Kagera,2002,yield,maize,1.2
Kagera,2002,production,maize,103052
Kagera,2002,area,sorghum,19521
Kagera,2002,yield,sorghum,0.7
Kagera,2002,production,sorghum,13528
Kagera,2002,area,millet,432.8083526186853
Kagera,2002,yield,millet,1
Kagera,2002,production,millet,432.8083526186853
Kagera,2002,area,rice,3866
Kagera,2002,yield,rice,0.7
Kagera,2002,production,rice,2706
Kagera,2002,area,wheat,NA
Kagera,2002,yield,wheat,NA
Kagera,2002,production,wheat,0
Kigoma,2002,area,maize,87764
Kigoma,2002,yield,maize,1.5
Kigoma,2002,production,maize,131646
Kigoma,2002,area,sorghum,17306
Kigoma,2002,yield,sorghum,3.6
Kigoma,2002,production,sorghum,63016
Kigoma,2002,area,millet,3148
Kigoma,2002,yield,millet,1.3
Kigoma,2002,production,millet,4089.4049368317906
Kigoma,2002,area,rice,1286
Kigoma,2002,yield,rice,1.9
Kigoma,2002,production,rice,2445
Kigoma,2002,area,wheat,NA
Kigoma,2002,yield,wheat,NA
Kigoma,2002,production,wheat,0
Kilimanjaro,2002,area,maize,157967
Kilimanjaro,2002,yield,maize,1
Kilimanjaro,2002,production,maize,157967
Kilimanjaro,2002,area,sorghum,7022
Kilimanjaro,2002,yield,sorghum,0.5
Kilimanjaro,2002,production,sorghum,3622
Kilimanjaro,2002,area,millet,5083
Kilimanjaro,2002,yield,millet,0.6
Kilimanjaro,2002,production,millet,3094
Kilimanjaro,2002,area,rice,9671
Kilimanjaro,2002,yield,rice,1.5
Kilimanjaro,2002,production,rice,14523
Kilimanjaro,2002,area,wheat,10766
Kilimanjaro,2002,yield,wheat,0.9
Kilimanjaro,2002,production,wheat,9690
Lindi,2002,area,maize,77297
Lindi,2002,yield,maize,0.6
Lindi,2002,production,maize,46378
Lindi,2002,area,sorghum,17504
Lindi,2002,yield,sorghum,0.2
Lindi,2002,production,sorghum,3935
Lindi,2002,area,millet,NA
Lindi,2002,yield,millet,NA
Lindi,2002,production,millet,0
Lindi,2002,area,rice,7635
Lindi,2002,yield,rice,0.3
Lindi,2002,production,rice,2364
Lindi,2002,area,wheat,NA
Lindi,2002,yield,wheat,NA
Lindi,2002,production,wheat,0
Mara,2002,area,maize,62626
Mara,2002,yield,maize,1.4
Mara,2002,production,maize,85134
Mara,2002,area,sorghum,34178
Mara,2002,yield,sorghum,0.6
Mara,2002,production,sorghum,19566
Mara,2002,area,millet,17351
Mara,2002,yield,millet,0.7
Mara,2002,production,millet,12655
Mara,2002,area,rice,926
Mara,2002,yield,rice,1
Mara,2002,production,rice,957
Mara,2002,area,wheat,NA
Mara,2002,yield,wheat,NA
Mara,2002,production,wheat,0
Mbeya,2002,area,maize,170220
Mbeya,2002,yield,maize,1.2
Mbeya,2002,production,maize,204264
Mbeya,2002,area,sorghum,28579
Mbeya,2002,yield,sorghum,0.6
Mbeya,2002,production,sorghum,17180
Mbeya,2002,area,millet,21607
Mbeya,2002,yield,millet,0.8
Mbeya,2002,production,millet,16899
Mbeya,2002,area,rice,83582
Mbeya,2002,yield,rice,2.3
Mbeya,2002,production,rice,191311
Mbeya,2002,area,wheat,1138
Mbeya,2002,yield,wheat,0.8
Mbeya,2002,production,wheat,910
Morogoro,2002,area,maize,97216
Morogoro,2002,yield,maize,0.9
Morogoro,2002,production,maize,87495
Morogoro,2002,area,sorghum,28823
Morogoro,2002,yield,sorghum,1
Morogoro,2002,production,sorghum,28823
Morogoro,2002,area,millet,1701
Morogoro,2002,yield,millet,1
Morogoro,2002,production,millet,1701
Morogoro,2002,area,rice,72240
Morogoro,2002,yield,rice,1.6
Morogoro,2002,production,rice,115585
Morogoro,2002,area,wheat,NA
Morogoro,2002,yield,wheat,NA
Morogoro,2002,production,wheat,0
Mtwara,2002,area,maize,151691
Mtwara,2002,yield,maize,0.5
Mtwara,2002,production,maize,75845
Mtwara,2002,area,sorghum,60777
Mtwara,2002,yield,sorghum,0.4
Mtwara,2002,production,sorghum,26891
Mtwara,2002,area,millet,26140
Mtwara,2002,yield,millet,0.1
Mtwara,2002,production,millet,2614
Mtwara,2002,area,rice,47374
Mtwara,2002,yield,rice,6
Mtwara,2002,production,rice,29437
Mtwara,2002,area,wheat,NA
Mtwara,2002,yield,wheat,NA
Mtwara,2002,production,wheat,0
Mwanza,2002,area,maize,151475
Mwanza,2002,yield,maize,1
Mwanza,2002,production,maize,151475
Mwanza,2002,area,sorghum,77824
Mwanza,2002,yield,sorghum,0.8
Mwanza,2002,production,sorghum,60913
Mwanza,2002,area,millet,22780
Mwanza,2002,yield,millet,0.6
Mwanza,2002,production,millet,13668
Mwanza,2002,area,rice,62937
Mwanza,2002,yield,rice,1
Mwanza,2002,production,rice,92937
Mwanza,2002,area,wheat,NA
Mwanza,2002,yield,wheat,NA
Mwanza,2002,production,wheat,0
Rukwa,2002,area,maize,132116
Rukwa,2002,yield,maize,1.5
Rukwa,2002,production,maize,198174
Rukwa,2002,area,sorghum,10755
Rukwa,2002,yield,sorghum,1.1
Rukwa,2002,production,sorghum,11830
Rukwa,2002,area,millet,36749
Rukwa,2002,yield,millet,0.9
Rukwa,2002,production,millet,33074
Rukwa,2002,area,rice,26885
Rukwa,2002,yield,rice,1.8
Rukwa,2002,production,rice,49556
Rukwa,2002,area,wheat,802
Rukwa,2002,yield,wheat,1
Rukwa,2002,production,wheat,802
Ruvuma,2002,area,maize,99234
Ruvuma,2002,yield,maize,1.7
Ruvuma,2002,production,maize,168698
Ruvuma,2002,area,sorghum,2565
Ruvuma,2002,yield,sorghum,1
Ruvuma,2002,production,sorghum,2608
Ruvuma,2002,area,millet,3242
Ruvuma,2002,yield,millet,1
Ruvuma,2002,production,millet,3242
Ruvuma,2002,area,rice,12715
Ruvuma,2002,yield,rice,1.5
Ruvuma,2002,production,rice,19305
Ruvuma,2002,area,wheat,NA
Ruvuma,2002,yield,wheat,NA
Ruvuma,2002,production,wheat,0
Shinyanga,2002,area,maize,334962
Shinyanga,2002,yield,maize,0.4
Shinyanga,2002,production,maize,125813
Shinyanga,2002,area,sorghum,111483
Shinyanga,2002,yield,sorghum,0.3
Shinyanga,2002,production,sorghum,38225
Shinyanga,2002,area,millet,33281
Shinyanga,2002,yield,millet,0.4
Shinyanga,2002,production,millet,12447
Shinyanga,2002,area,rice,61229
Shinyanga,2002,yield,rice,1.3
Shinyanga,2002,production,rice,79879
Shinyanga,2002,area,wheat,NA
Shinyanga,2002,yield,wheat,NA
Shinyanga,2002,production,wheat,0
Singida,2002,area,maize,58335
Singida,2002,yield,maize,0.4
Singida,2002,production,maize,23941
Singida,2002,area,sorghum,72697
Singida,2002,yield,sorghum,0.7
Singida,2002,production,sorghum,48878
Singida,2002,area,millet,19328
Singida,2002,yield,millet,1.1
Singida,2002,production,millet,20853
Singida,2002,area,rice,15397
Singida,2002,yield,rice,0.2
Singida,2002,production,rice,3454
Singida,2002,area,wheat,NA
Singida,2002,yield,wheat,NA
Singida,2002,production,wheat,0
Tabora,2002,area,maize,178115
Tabora,2002,yield,maize,1
Tabora,2002,production,maize,178115
Tabora,2002,area,sorghum,28193
Tabora,2002,yield,sorghum,0.6
Tabora,2002,production,sorghum,16738
Tabora,2002,area,millet,8905
Tabora,2002,yield,millet,0.2
Tabora,2002,production,millet,1719
Tabora,2002,area,rice,43443
Tabora,2002,yield,rice,1.1
Tabora,2002,production,rice,48207
Tabora,2002,area,wheat,NA
Tabora,2002,yield,wheat,NA
Tabora,2002,production,wheat,0
Tanga,2002,area,maize,188007
Tanga,2002,yield,maize,0.5
Tanga,2002,production,maize,94003
Tanga,2002,area,sorghum,NA
Tanga,2002,yield,sorghum,NA
Tanga,2002,production,sorghum,NA
Tanga,2002,area,millet,NA
Tanga,2002,yield,millet,NA
Tanga,2002,production,millet,0
Tanga,2002,area,rice,24220
Tanga,2002,yield,rice,0.2
Tanga,2002,production,rice,4844
Tanga,2002,area,wheat,171.12306322885854
Tanga,2002,yield,wheat,0.4
Tanga,2002,production,wheat,69
Arusha/Manyara,2003,area,maize,212825
Arusha/Manyara,2003,yield,maize,1.16
Arusha/Manyara,2003,production,maize,247246
Arusha/Manyara,2003,area,sorghum,22160
Arusha/Manyara,2003,yield,sorghum,1
Arusha/Manyara,2003,production,sorghum,22160
Arusha/Manyara,2003,area,millet,8936
Arusha/Manyara,2003,yield,millet,0.45
Arusha/Manyara,2003,production,millet,4077
Arusha/Manyara,2003,area,rice,24432
Arusha/Manyara,2003,yield,rice,0.3
Arusha/Manyara,2003,production,rice,7330
Arusha/Manyara,2003,area,wheat,44232
Arusha/Manyara,2003,yield,wheat,1.2
Arusha/Manyara,2003,production,wheat,53078
Coast,2003,area,maize,65433
Coast,2003,yield,maize,0.67
Coast,2003,production,maize,44343
Coast,2003,area,sorghum,28208
Coast,2003,yield,sorghum,0.3
Coast,2003,production,sorghum,8462
Coast,2003,area,millet,NA
Coast,2003,yield,millet,NA
Coast,2003,production,millet,NA
Coast,2003,area,rice,32924
Coast,2003,yield,rice,0.3
Coast,2003,production,rice,9877
Coast,2003,area,wheat,NA
Coast,2003,yield,wheat,NA
Coast,2003,production,wheat,NA
Dar es Salaam,2003,area,maize,8345
Dar es Salaam,2003,yield,maize,0.77
Dar es Salaam,2003,production,maize,6463
Dar es Salaam,2003,area,sorghum,NA
Dar es Salaam,2003,yield,sorghum,NA
Dar es Salaam,2003,production,sorghum,NA
Dar es Salaam,2003,area,millet,NA
Dar es Salaam,2003,yield,millet,NA
Dar es Salaam,2003,production,millet,NA
Dar es Salaam,2003,area,rice,6754
Dar es Salaam,2003,yield,rice,0.7
Dar es Salaam,2003,production,rice,4727
Dar es Salaam,2003,area,wheat,NA
Dar es Salaam,2003,yield,wheat,NA
Dar es Salaam,2003,production,wheat,NA
Dodoma,2003,area,maize,123193
Dodoma,2003,yield,maize,1.16
Dodoma,2003,production,maize,143117
Dodoma,2003,area,sorghum,111137
Dodoma,2003,yield,sorghum,1.4
Dodoma,2003,production,sorghum,155592
Dodoma,2003,area,millet,22804
Dodoma,2003,yield,millet,0.86
Dodoma,2003,production,millet,19654
Dodoma,2003,area,rice,4416
Dodoma,2003,yield,rice,0.7
Dodoma,2003,production,rice,3091
Dodoma,2003,area,wheat,NA
Dodoma,2003,yield,wheat,NA
Dodoma,2003,production,wheat,NA
Iringa,2003,area,maize,261419
Iringa,2003,yield,maize,0.98
Iringa,2003,production,maize,258083
Iringa,2003,area,sorghum,68469
Iringa,2003,yield,sorghum,1
Iringa,2003,production,sorghum,64469
Iringa,2003,area,millet,2731
Iringa,2003,yield,millet,1
Iringa,2003,production,millet,2741
Iringa,2003,area,rice,14697
Iringa,2003,yield,rice,0.9
Iringa,2003,production,rice,13227
Iringa,2003,area,wheat,13487
Iringa,2003,yield,wheat,0.89
Iringa,2003,production,wheat,12138
Kagera,2003,area,maize,110191
Kagera,2003,yield,maize,1.35
Kagera,2003,production,maize,149348
Kagera,2003,area,sorghum,27649
Kagera,2003,yield,sorghum,1.2
Kagera,2003,production,sorghum,33179
Kagera,2003,area,millet,555
Kagera,2003,yield,millet,1.09
Kagera,2003,production,millet,586
Kagera,2003,area,rice,4461
Kagera,2003,yield,rice,1.2
Kagera,2003,production,rice,5353
Kagera,2003,area,wheat,NA
Kagera,2003,yield,wheat,NA
Kagera,2003,production,wheat,NA
Kigoma,2003,area,maize,87435
Kigoma,2003,yield,maize,1.83
Kigoma,2003,production,maize,160829
Kigoma,2003,area,sorghum,22234
Kigoma,2003,yield,sorghum,1.2
Kigoma,2003,production,sorghum,26681
Kigoma,2003,area,millet,3891
Kigoma,2003,yield,millet,0.73
Kigoma,2003,production,millet,2841
Kigoma,2003,area,rice,1483
Kigoma,2003,yield,rice,1.8
Kigoma,2003,production,rice,2670
Kigoma,2003,area,wheat,NA
Kigoma,2003,yield,wheat,NA
Kigoma,2003,production,wheat,NA
Kilimanjaro,2003,area,maize,203095
Kilimanjaro,2003,yield,maize,0.67
Kilimanjaro,2003,production,maize,137633
Kilimanjaro,2003,area,sorghum,9022
Kilimanjaro,2003,yield,sorghum,0.9
Kilimanjaro,2003,production,sorghum,8120
Kilimanjaro,2003,area,millet,6284
Kilimanjaro,2003,yield,millet,0.82
Kilimanjaro,2003,production,millet,5161
Kilimanjaro,2003,area,rice,11159
Kilimanjaro,2003,yield,rice,1.3
Kilimanjaro,2003,production,rice,14507
Kilimanjaro,2003,area,wheat,9673
Kilimanjaro,2003,yield,wheat,0.7
Kilimanjaro,2003,production,wheat,6771
Lindi,2003,area,maize,96925
Lindi,2003,yield,maize,1.18
Lindi,2003,production,maize,114602
Lindi,2003,area,sorghum,22489
Lindi,2003,yield,sorghum,1.4
Lindi,2003,production,sorghum,31484
Lindi,2003,area,millet,NA
Lindi,2003,yield,millet,0.78
