region,year,variable,crop,data
Rukwa,2006,area,sorghum,25475
Rukwa,2006,yield,sorghum,1.4
Rukwa,2006,production,sorghum,34704
Rukwa,2006,area,millet,25057
Rukwa,2006,yield,millet,0.9
Rukwa,2006,production,millet,23428
Rukwa,2006,area,rice,20630
Rukwa,2006,yield,rice,2.2
Rukwa,2006,production,rice,45386
Rukwa,2006,area,wheat,196
Rukwa,2006,yield,wheat,1.2
Rukwa,2006,production,wheat,235
Ruvuma,2006,area,maize,193215
Ruvuma,2006,yield,maize,1.6
Ruvuma,2006,production,maize,303636
Ruvuma,2006,area,sorghum,51440
Ruvuma,2006,yield,sorghum,0.8
Ruvuma,2006,production,sorghum,38842
Ruvuma,2006,area,millet,20295
Ruvuma,2006,yield,millet,0.9
Ruvuma,2006,production,millet,17322
Ruvuma,2006,area,rice,1329
Ruvuma,2006,yield,rice,1.5
Ruvuma,2006,production,rice,1994
Ruvuma,2006,area,wheat,NA
Ruvuma,2006,yield,wheat,NA
Ruvuma,2006,production,wheat,NA
Shinyanga,2006,area,maize,164153
Shinyanga,2006,yield,maize,1.1
Shinyanga,2006,production,maize,180182
Shinyanga,2006,area,sorghum,60103
Shinyanga,2006,yield,sorghum,1
Shinyanga,2006,production,sorghum,61618
Shinyanga,2006,area,millet,34563
Shinyanga,2006,yield,millet,0.7
Shinyanga,2006,production,millet,23503
Shinyanga,2006,area,rice,67913
Shinyanga,2006,yield,rice,1.8
Shinyanga,2006,production,rice,125272
Shinyanga,2006,area,wheat,NA
Shinyanga,2006,yield,wheat,NA
Shinyanga,2006,production,wheat,NA
Singida,2006,area,maize,42731
Singida,2006,yield,maize,0.8
Singida,2006,production,maize,35894
Singida,2006,area,sorghum,60108
Singida,2006,yield,sorghum,1.6
Singida,2006,production,sorghum,94053
Singida,2006,area,millet,28180
Singida,2006,yield,millet,1.4
Singida,2006,production,millet,39420
Singida,2006,area,rice,8818
Singida,2006,yield,rice,1.4
Singida,2006,production,rice,12345
Singida,2006,area,wheat,NA
Singida,2006,yield,wheat,NA
Singida,2006,production,wheat,NA
Tabora,2006,area,maize,126535
Tabora,2006,yield,maize,0.9
Tabora,2006,production,maize,113882
Tabora,2006,area,sorghum,25399
Tabora,2006,yield,sorghum,1.1
Tabora,2006,production,sorghum,27939
Tabora,2006,area,millet,NA
Tabora,2006,yield,millet,NA
Tabora,2006,production,millet,NA
Tabora,2006,area,rice,59500
Tabora,2006,yield,rice,2
Tabora,2006,production,rice,119000
Tabora,2006,area,wheat,NA
Tabora,2006,yield,wheat,NA
Tabora,2006,production,wheat,NA
Tanga,2006,area,maize,74497
Tanga,2006,yield,maize,0.9
Tanga,2006,production,maize,70091
Tanga,2006,area,sorghum,171
Tanga,2006,yield,sorghum,1
Tanga,2006,production,sorghum,163
Tanga,2006,area,millet,147
Tanga,2006,yield,millet,1.1
Tanga,2006,production,millet,163
Tanga,2006,area,rice,5957
Tanga,2006,yield,rice,1.2
Tanga,2006,production,rice,6970
Tanga,2006,area,wheat,79
Tanga,2006,yield,wheat,1
Tanga,2006,production,wheat,78
Arusha,2007,area,maize,137770
Arusha,2007,yield,maize,0.9
Arusha,2007,production,maize,123993
Arusha,2007,area,sorghum,16632
Arusha,2007,yield,sorghum,0.7
Arusha,2007,production,sorghum,11642
Arusha,2007,area,millet,3150
Arusha,2007,yield,millet,1
Arusha,2007,production,millet,3150
Arusha,2007,area,rice,51169
Arusha,2007,yield,rice,1.1
Arusha,2007,production,rice,56286
Arusha,2007,area,wheat,21631
Arusha,2007,yield,wheat,1.1
Arusha,2007,production,wheat,23795
Coast,2007,area,maize,30651
Coast,2007,yield,maize,1
Coast,2007,production,maize,30651
Coast,2007,area,sorghum,11455
Coast,2007,yield,sorghum,9
Coast,2007,production,sorghum,10310
Coast,2007,area,millet,NA
Coast,2007,yield,millet,NA
Coast,2007,production,millet,NA
Coast,2007,area,rice,25074
Coast,2007,yield,rice,1.2
Coast,2007,production,rice,30089
Coast,2007,area,wheat,NA
Coast,2007,yield,wheat,NA
Coast,2007,production,wheat,NA
Dar es Salaam,2007,area,maize,15128
Dar es Salaam,2007,yield,maize,0.7
Dar es Salaam,2007,production,maize,10589
Dar es Salaam,2007,area,sorghum,NA
Dar es Salaam,2007,yield,sorghum,NA
Dar es Salaam,2007,production,sorghum,NA
Dar es Salaam,2007,area,millet,NA
Dar es Salaam,2007,yield,millet,NA
Dar es Salaam,2007,production,millet,NA
Dar es Salaam,2007,area,rice,8056
Dar es Salaam,2007,yield,rice,1.1
Dar es Salaam,2007,production,rice,8862
Dar es Salaam,2007,area,wheat,NA
Dar es Salaam,2007,yield,wheat,NA
Dar es Salaam,2007,production,wheat,NA
Dodoma,2007,area,maize,253551
Dodoma,2007,yield,maize,0.6
Dodoma,2007,production,maize,152131
Dodoma,2007,area,sorghum,324920
Dodoma,2007,yield,sorghum,0.7
Dodoma,2007,production,sorghum,227444
Dodoma,2007,area,millet,14434
Dodoma,2007,yield,millet,0.7
Dodoma,2007,production,millet,10104
Dodoma,2007,area,rice,3106
Dodoma,2007,yield,rice,0.8
Dodoma,2007,production,rice,2485
Dodoma,2007,area,wheat,NA
Dodoma,2007,yield,wheat,NA
Dodoma,2007,production,wheat,NA
Iringa,2007,area,maize,341670
Iringa,2007,yield,maize,1.4
Iringa,2007,production,maize,478339
Iringa,2007,area,sorghum,28966
Iringa,2007,yield,sorghum,1.1
Iringa,2007,production,sorghum,31862
Iringa,2007,area,millet,1817
Iringa,2007,yield,millet,1
Iringa,2007,production,millet,1817
Iringa,2007,area,rice,9635
Iringa,2007,yield,rice,1.3
Iringa,2007,production,rice,12525
Iringa,2007,area,wheat,7614
Iringa,2007,yield,wheat,1
Iringa,2007,production,wheat,7614
Kagera,2007,area,maize,125259
Kagera,2007,yield,maize,1.3
Kagera,2007,production,maize,162836
Kagera,2007,area,sorghum,35205
Kagera,2007,yield,sorghum,1
Kagera,2007,production,sorghum,35205
Kagera,2007,area,millet,2423
Kagera,2007,yield,millet,1
Kagera,2007,production,millet,2423
Kagera,2007,area,rice,31384
Kagera,2007,yield,rice,1
Kagera,2007,production,rice,31384
Kagera,2007,area,wheat,NA
Kagera,2007,yield,wheat,NA
Kagera,2007,production,wheat,NA
Kigoma,2007,area,maize,69600
Kigoma,2007,yield,maize,1.7
Kigoma,2007,production,maize,118320
Kigoma,2007,area,sorghum,29482
Kigoma,2007,yield,sorghum,1.4
Kigoma,2007,production,sorghum,41274
Kigoma,2007,area,millet,NA
Kigoma,2007,yield,millet,NA
Kigoma,2007,production,millet,NA
Kigoma,2007,area,rice,7894
Kigoma,2007,yield,rice,1.8
Kigoma,2007,production,rice,14209
Kigoma,2007,area,wheat,NA
Kigoma,2007,yield,wheat,NA
Kigoma,2007,production,wheat,NA
Kilimanjaro,2007,area,maize,185436
Kilimanjaro,2007,yield,maize,0.8
Kilimanjaro,2007,production,maize,148349
Kilimanjaro,2007,area,sorghum,8110
Kilimanjaro,2007,yield,sorghum,1.1
Kilimanjaro,2007,production,sorghum,8920
Kilimanjaro,2007,area,millet,11142
Kilimanjaro,2007,yield,millet,1
Kilimanjaro,2007,production,millet,11142
Kilimanjaro,2007,area,rice,26552
Kilimanjaro,2007,yield,rice,1.4
Kilimanjaro,2007,production,rice,37173
Kilimanjaro,2007,area,wheat,4207
Kilimanjaro,2007,yield,wheat,1.1
Kilimanjaro,2007,production,wheat,4627
Lindi,2007,area,maize,68609
Lindi,2007,yield,maize,1.1
Lindi,2007,production,maize,75470
Lindi,2007,area,sorghum,28364
Lindi,2007,yield,sorghum,1
Lindi,2007,production,sorghum,28364
Lindi,2007,area,millet,NA
Lindi,2007,yield,millet,NA
Lindi,2007,production,millet,NA
Lindi,2007,area,rice,8012
Lindi,2007,yield,rice,1.5
Lindi,2007,production,rice,12018
Lindi,2007,area,wheat,NA
Lindi,2007,yield,wheat,NA
Lindi,2007,production,wheat,NA
Manyara,2007,area,maize,216741
Manyara,2007,yield,maize,1.2
Manyara,2007,production,maize,260089
Manyara,2007,area,sorghum,12792
Manyara,2007,yield,sorghum,1.1
Manyara,2007,production,sorghum,14071
Manyara,2007,area,millet,12010
Manyara,2007,yield,millet,1.1
Manyara,2007,production,millet,13211
Manyara,2007,area,rice,16015
Manyara,2007,yield,rice,1.3
Manyara,2007,production,rice,20819
Manyara,2007,area,wheat,46060
Manyara,2007,yield,wheat,1.2
Manyara,2007,production,wheat,55272
Mara,2007,area,maize,76309
Mara,2007,yield,maize,1.1
Mara,2007,production,maize,83940
Mara,2007,area,sorghum,18250
Mara,2007,yield,sorghum,1
Mara,2007,production,sorghum,18250
Mara,2007,area,millet,12902
Mara,2007,yield,millet,1
Mara,2007,production,millet,12902
Mara,2007,area,rice,269
Mara,2007,yield,rice,1.2
Mara,2007,production,rice,323
Mara,2007,area,wheat,NA
Mara,2007,yield,wheat,NA
Mara,2007,production,wheat,NA
Mbeya,2007,area,maize,211132
Mbeya,2007,yield,maize,1.8
Mbeya,2007,production,maize,380037
Mbeya,2007,area,sorghum,40585
Mbeya,2007,yield,sorghum,1.3
Mbeya,2007,production,sorghum,52760
Mbeya,2007,area,millet,16798
Mbeya,2007,yield,millet,1.1
Mbeya,2007,production,millet,18477
Mbeya,2007,area,rice,86163
Mbeya,2007,yield,rice,1.5
Mbeya,2007,production,rice,129245
Mbeya,2007,area,wheat,645
Mbeya,2007,yield,wheat,1.1
Mbeya,2007,production,wheat,710
Morogoro,2007,area,maize,117436
Morogoro,2007,yield,maize,1.3
Morogoro,2007,production,maize,152667
Morogoro,2007,area,sorghum,11082
Morogoro,2007,yield,sorghum,1.3
Morogoro,2007,production,sorghum,14406
Morogoro,2007,area,millet,139
Morogoro,2007,yield,millet,1
Morogoro,2007,production,millet,139
Morogoro,2007,area,rice,85118
Morogoro,2007,yield,rice,1.3
Morogoro,2007,production,rice,110654
Morogoro,2007,area,wheat,29
Morogoro,2007,yield,wheat,1.1
Morogoro,2007,production,wheat,31
Mtwara,2007,area,maize,119741
Mtwara,2007,yield,maize,1.4
Mtwara,2007,production,maize,167638
Mtwara,2007,area,sorghum,20105
Mtwara,2007,yield,sorghum,1.2
Mtwara,2007,production,sorghum,24126
Mtwara,2007,area,millet,23
Mtwara,2007,yield,millet,1.2
Mtwara,2007,production,millet,27
Mtwara,2007,area,rice,14016
Mtwara,2007,yield,rice,1.4
Mtwara,2007,production,rice,19623
Mtwara,2007,area,wheat,NA
Mtwara,2007,yield,wheat,NA
Mtwara,2007,production,wheat,NA
Mwanza,2007,area,maize,125493
Mwanza,2007,yield,maize,1
Mwanza,2007,production,maize,125493
Mwanza,2007,area,sorghum,101187
Mwanza,2007,yield,sorghum,1
Mwanza,2007,production,sorghum,101187
Mwanza,2007,area,millet,25690
Mwanza,2007,yield,millet,1
Mwanza,2007,production,millet,25690
Mwanza,2007,area,rice,59453
Mwanza,2007,yield,rice,1.1
Mwanza,2007,production,rice,65398
Mwanza,2007,area,wheat,NA
Mwanza,2007,yield,wheat,NA
Mwanza,2007,production,wheat,NA
Rukwa,2007,area,maize,170415
Rukwa,2007,yield,maize,1.9
Rukwa,2007,production,maize,323788
Rukwa,2007,area,sorghum,25110
Rukwa,2007,yield,sorghum,1.2
Rukwa,2007,production,sorghum,30132
Rukwa,2007,area,millet,23175
Rukwa,2007,yield,millet,1.1
Rukwa,2007,production,millet,25493
Rukwa,2007,area,rice,32635
Rukwa,2007,yield,rice,1.4
Rukwa,2007,production,rice,45688
Rukwa,2007,area,wheat,218
Rukwa,2007,yield,wheat,1.2
Rukwa,2007,production,wheat,262
Ruvuma,2007,area,maize,219057
Ruvuma,2007,yield,maize,1.5
Ruvuma,2007,production,maize,328585
Ruvuma,2007,area,sorghum,25942
Ruvuma,2007,yield,sorghum,1.3
Ruvuma,2007,production,sorghum,33725
Ruvuma,2007,area,millet,15707
Ruvuma,2007,yield,millet,1.2
Ruvuma,2007,production,millet,18848
Ruvuma,2007,area,rice,1338
Ruvuma,2007,yield,rice,1.5
Ruvuma,2007,production,rice,2007
Ruvuma,2007,area,wheat,NA
Ruvuma,2007,yield,wheat,NA
Ruvuma,2007,production,wheat,NA
Shinyanga,2007,area,maize,149990
Shinyanga,2007,yield,maize,1.3
Shinyanga,2007,production,maize,194987
Shinyanga,2007,area,sorghum,48636
Shinyanga,2007,yield,sorghum,1.1
Shinyanga,2007,production,sorghum,53500
Shinyanga,2007,area,millet,25574
Shinyanga,2007,yield,millet,1
Shinyanga,2007,production,millet,25574
Shinyanga,2007,area,rice,97005
Shinyanga,2007,yield,rice,1.1
Shinyanga,2007,production,rice,106705
Shinyanga,2007,area,wheat,NA
Shinyanga,2007,yield,wheat,NA
Shinyanga,2007,production,wheat,NA
Singida,2007,area,maize,48554
Singida,2007,yield,maize,0.8
Singida,2007,production,maize,38843
Singida,2007,area,sorghum,90734
Singida,2007,yield,sorghum,1.1
Singida,2007,production,sorghum,99808
Singida,2007,area,millet,56061
Singida,2007,yield,millet,0.6
Singida,2007,production,millet,33637
Singida,2007,area,rice,15534
Singida,2007,yield,rice,0.7
Singida,2007,production,rice,10874
Singida,2007,area,wheat,NA
Singida,2007,yield,wheat,NA
Singida,2007,production,wheat,NA
Tabora,2007,area,maize,102699
Tabora,2007,yield,maize,1.2
Tabora,2007,production,maize,123239
Tabora,2007,area,sorghum,20215
Tabora,2007,yield,sorghum,1.2
Tabora,2007,production,sorghum,24258
Tabora,2007,area,millet,NA
Tabora,2007,yield,millet,NA
Tabora,2007,production,millet,NA
Tabora,2007,area,rice,79862
Tabora,2007,yield,rice,1.9
Tabora,2007,production,rice,151737
Tabora,2007,area,wheat,NA
Tabora,2007,yield,wheat,NA
Tabora,2007,production,wheat,NA
Tanga,2007,area,maize,63208
Tanga,2007,yield,maize,1.2
Tanga,2007,production,maize,75850
Tanga,2007,area,sorghum,142
Tanga,2007,yield,sorghum,1
Tanga,2007,production,sorghum,142
Tanga,2007,area,millet,177
Tanga,2007,yield,millet,1
Tanga,2007,production,millet,177
Tanga,2007,area,rice,6378
Tanga,2007,yield,rice,1.1
Tanga,2007,production,rice,7016
Tanga,2007,area,wheat,87
Tanga,2007,yield,wheat,1
Tanga,2007,production,wheat,87
Arusha,2008,area,maize,147768
Arusha,2008,yield,maize,0.2
Arusha,2008,production,maize,29554
Arusha,2008,area,sorghum,21895
Arusha,2008,yield,sorghum,0.4
Arusha,2008,production,sorghum,8378
Arusha,2008,area,millet,7378
Arusha,2008,yield,millet,0.4
Arusha,2008,production,millet,2951
Arusha,2008,area,rice,97231
Arusha,2008,yield,rice,0.5
Arusha,2008,production,rice,48615
Arusha,2008,area,wheat,32016
Arusha,2008,yield,wheat,0.7
Arusha,2008,production,wheat,22411
Coast,2008,area,maize,35429
Coast,2008,yield,maize,0.2
Coast,2008,production,maize,7086
Coast,2008,area,sorghum,34755
Coast,2008,yield,sorghum,0.3
Coast,2008,production,sorghum,10426
Coast,2008,area,millet,NA
Coast,2008,yield,millet,NA
Coast,2008,production,millet,NA
Coast,2008,area,rice,105883
Coast,2008,yield,rice,0.3
Coast,2008,production,rice,31765
Coast,2008,area,wheat,NA
Coast,2008,yield,wheat,NA
Coast,2008,production,wheat,NA
Dar es Salaam,2008,area,maize,15669
Dar es Salaam,2008,yield,maize,0.2
Dar es Salaam,2008,production,maize,3134
Dar es Salaam,2008,area,sorghum,NA
Dar es Salaam,2008,yield,sorghum,NA
Dar es Salaam,2008,production,sorghum,NA
Dar es Salaam,2008,area,millet,NA
Dar es Salaam,2008,yield,millet,NA
Dar es Salaam,2008,production,millet,NA
Dar es Salaam,2008,area,rice,44568
Dar es Salaam,2008,yield,rice,0.2
Dar es Salaam,2008,production,rice,8914
Dar es Salaam,2008,area,wheat,NA
Dar es Salaam,2008,yield,wheat,NA
Dar es Salaam,2008,production,wheat,NA
Dodoma,2008,area,maize,219852
Dodoma,2008,yield,maize,0.3
Dodoma,2008,production,maize,65956
Dodoma,2008,area,sorghum,213278
Dodoma,2008,yield,sorghum,0.6
Dodoma,2008,production,sorghum,127967
Dodoma,2008,area,millet,13437
Dodoma,2008,yield,millet,0.8
Dodoma,2008,production,millet,10750
Dodoma,2008,area,rice,3124
Dodoma,2008,yield,rice,0.8
Dodoma,2008,production,rice,2499
Dodoma,2008,area,wheat,NA
Dodoma,2008,yield,wheat,NA
Dodoma,2008,production,wheat,NA
Iringa,2008,area,maize,367521
Iringa,2008,yield,maize,1.7
Iringa,2008,production,maize,624786
Iringa,2008,area,sorghum,26765
Iringa,2008,yield,sorghum,1.1
Iringa,2008,production,sorghum,29442
Iringa,2008,area,millet,2149
Iringa,2008,yield,millet,0.9
Iringa,2008,production,millet,1934
Iringa,2008,area,rice,7874
Iringa,2008,yield,rice,1.6
Iringa,2008,production,rice,12598
Iringa,2008,area,wheat,8068
Iringa,2008,yield,wheat,1
Iringa,2008,production,wheat,8068
Kagera,2008,area,maize,96540
Kagera,2008,yield,maize,1.8
Kagera,2008,production,maize,173773
Kagera,2008,area,sorghum,27109
Kagera,2008,yield,sorghum,1.2
Kagera,2008,production,sorghum,32531
Kagera,2008,area,millet,2148
Kagera,2008,yield,millet,1.2
Kagera,2008,production,millet,2577
Kagera,2008,area,rice,26307
Kagera,2008,yield,rice,1.2
Kagera,2008,production,rice,31568
Kagera,2008,area,wheat,NA
Kagera,2008,yield,wheat,NA
Kagera,2008,production,wheat,NA
Kigoma,2008,area,maize,60195
Kigoma,2008,yield,maize,2
Kigoma,2008,production,maize,119843
Kigoma,2008,area,sorghum,28782
Kigoma,2008,yield,sorghum,1.2
Kigoma,2008,production,sorghum,34539
Kigoma,2008,area,millet,NA
Kigoma,2008,yield,millet,NA
Kigoma,2008,production,millet,NA
Kigoma,2008,area,rice,7146
Kigoma,2008,yield,rice,2
Kigoma,2008,production,rice,14292
Kigoma,2008,area,wheat,NA
Kigoma,2008,yield,wheat,NA
Kigoma,2008,production,wheat,NA
Kilimanjaro,2008,area,maize,197986
Kilimanjaro,2008,yield,maize,0.3
Kilimanjaro,2008,production,maize,59396
Kilimanjaro,2008,area,sorghum,11776
Kilimanjaro,2008,yield,sorghum,0.7
Kilimanjaro,2008,production,sorghum,8243
Kilimanjaro,2008,area,millet,19757
Kilimanjaro,2008,yield,millet,0.6
Kilimanjaro,2008,production,millet,11854
Kilimanjaro,2008,area,rice,53415
Kilimanjaro,2008,yield,rice,0.7
Kilimanjaro,2008,production,rice,37391
Kilimanjaro,2008,area,wheat,12257
Kilimanjaro,2008,yield,wheat,0.4
Kilimanjaro,2008,production,wheat,4903
Lindi,2008,area,maize,71716
Lindi,2008,yield,maize,0.3
Lindi,2008,production,maize,21515
Lindi,2008,area,sorghum,43683
Lindi,2008,yield,sorghum,0.6
Lindi,2008,production,sorghum,26210
Lindi,2008,area,millet,NA
Lindi,2008,yield,millet,NA
Lindi,2008,production,millet,NA
Lindi,2008,area,rice,20268
Lindi,2008,yield,rice,0.7
Lindi,2008,production,rice,14188
Lindi,2008,area,wheat,NA
Lindi,2008,yield,wheat,NA
Lindi,2008,production,wheat,NA
Manyara,2008,area,maize,217080
Manyara,2008,yield,maize,0.5
Manyara,2008,production,maize,108540
Manyara,2008,area,sorghum,21670
Manyara,2008,yield,sorghum,0.6
Manyara,2008,production,sorghum,13002
Manyara,2008,area,millet,23427
Manyara,2008,yield,millet,0.6
Manyara,2008,production,millet,14056
Manyara,2008,area,rice,34901
Manyara,2008,yield,rice,0.6
Manyara,2008,production,rice,20941
Manyara,2008,area,wheat,117127
Manyara,2008,yield,wheat,0.5
Manyara,2008,production,wheat,58563
Mara,2008,area,maize,65291
Mara,2008,yield,maize,1.1
Mara,2008,production,maize,71820
Mara,2008,area,sorghum,16864
Mara,2008,yield,sorghum,1
Mara,2008,production,sorghum,16864
Mara,2008,area,millet,12726
Mara,2008,yield,millet,1
Mara,2008,production,millet,12726
Mara,2008,area,rice,406
Mara,2008,yield,rice,0.8
Mara,2008,production,rice,325
Mara,2008,area,wheat,NA
Mara,2008,yield,wheat,NA
Mara,2008,production,wheat,NA
Mbeya,2008,area,maize,201212
Mbeya,2008,yield,maize,2.2
Mbeya,2008,production,maize,442667
Mbeya,2008,area,sorghum,37502
Mbeya,2008,yield,sorghum,1.3
Mbeya,2008,production,sorghum,48752
Mbeya,2008,area,millet,151222
Mbeya,2008,yield,millet,1.3
Mbeya,2008,production,millet,19659
Mbeya,2008,area,rice,65000
Mbeya,2008,yield,rice,2
Mbeya,2008,production,rice,130001
Mbeya,2008,area,wheat,684
Mbeya,2008,yield,wheat,1.1
Mbeya,2008,production,wheat,752
Morogoro,2008,area,maize,183142
Morogoro,2008,yield,maize,0.8
Morogoro,2008,production,maize,146514
Morogoro,2008,area,sorghum,14791
Morogoro,2008,yield,sorghum,0.9
Morogoro,2008,production,sorghum,13312
Morogoro,2008,area,millet,184
Morogoro,2008,yield,millet,0.8
Morogoro,2008,production,millet,147
Morogoro,2008,area,rice,111301
Morogoro,2008,yield,rice,1
Morogoro,2008,production,rice,111301
Morogoro,2008,area,wheat,42
Morogoro,2008,yield,wheat,0.8
Morogoro,2008,production,wheat,33
Mtwara,2008,area,maize,120653
Mtwara,2008,yield,maize,0.3
Mtwara,2008,production,maize,36196
Mtwara,2008,area,sorghum,37155
Mtwara,2008,yield,sorghum,0.6
Mtwara,2008,production,sorghum,22293
Mtwara,2008,area,millet,42
Mtwara,2008,yield,millet,0.7
Mtwara,2008,production,millet,29
Mtwara,2008,area,rice,24672
Mtwara,2008,yield,rice,0.8
Mtwara,2008,production,rice,19738
Mtwara,2008,area,wheat,NA
Mtwara,2008,yield,wheat,NA
Mtwara,2008,production,wheat,NA
Mwanza,2008,area,maize,94775
Mwanza,2008,yield,maize,1.3
Mwanza,2008,production,maize,123208
Mwanza,2008,area,sorghum,93501
Mwanza,2008,yield,sorghum,1
Mwanza,2008,production,sorghum,93501
Mwanza,2008,area,millet,27333
Mwanza,2008,yield,millet,1
Mwanza,2008,production,millet,27333
Mwanza,2008,area,rice,43854
Mwanza,2008,yield,rice,1.5
Mwanza,2008,production,rice,65781
Mwanza,2008,area,wheat,NA
Mwanza,2008,yield,wheat,NA
Mwanza,2008,production,wheat,NA
Rukwa,2008,area,maize,216564
Rukwa,2008,yield,maize,2.4
Rukwa,2008,production,maize,519755
Rukwa,2008,area,sorghum,23202
Rukwa,2008,yield,sorghum,1.3
Rukwa,2008,production,sorghum,30395
Rukwa,2008,area,millet,27602
Rukwa,2008,yield,millet,1.2
Rukwa,2008,production,millet,33123
Rukwa,2008,area,rice,24978
Rukwa,2008,yield,rice,2
Rukwa,2008,production,rice,49956
Rukwa,2008,area,wheat,231
Rukwa,2008,yield,wheat,1.3
Rukwa,2008,production,wheat,301
Ruvuma,2008,area,maize,196229
Ruvuma,2008,yield,maize,2
Ruvuma,2008,production,maize,392459
Ruvuma,2008,area,sorghum,23971
Ruvuma,2008,yield,sorghum,1.3
Ruvuma,2008,production,sorghum,31163
Ruvuma,2008,area,millet,16711
Ruvuma,2008,yield,millet,1.2
Ruvuma,2008,production,millet,20053
Ruvuma,2008,area,rice,1262
Ruvuma,2008,yield,rice,1.6
Ruvuma,2008,production,rice,2019
Ruvuma,2008,area,wheat,NA
Ruvuma,2008,yield,wheat,NA
Ruvuma,2008,production,wheat,NA
Shinyanga,2008,area,maize,219441
Shinyanga,2008,yield,maize,0.9
Shinyanga,2008,production,maize,197497
Shinyanga,2008,area,sorghum,61795
Shinyanga,2008,yield,sorghum,0.8
Shinyanga,2008,production,sorghum,49436
Shinyanga,2008,area,millet,38870
Shinyanga,2008,yield,millet,0.7
Shinyanga,2008,production,millet,27209
Shinyanga,2008,area,rice,82561
Shinyanga,2008,yield,rice,1.3
Shinyanga,2008,production,rice,107329
Shinyanga,2008,area,wheat,NA
Shinyanga,2008,yield,wheat,NA
Shinyanga,2008,production,wheat,NA
Singida,2008,area,maize,56205
Singida,2008,yield,maize,0.7
Singida,2008,production,maize,39343
Singida,2008,area,sorghum,115282
Singida,2008,yield,sorghum,0.8
Singida,2008,production,sorghum,92226
Singida,2008,area,millet,52190
Singida,2008,yield,millet,0.7
Singida,2008,production,millet,35787
Singida,2008,area,rice,18229
Singida,2008,yield,rice,0.6
Singida,2008,production,rice,10937
Singida,2008,area,wheat,NA
Singida,2008,yield,wheat,NA
Singida,2008,production,wheat,NA
Tabora,2008,area,maize,112178
Tabora,2008,yield,maize,1.1
Tabora,2008,production,maize,123395
Tabora,2008,area,sorghum,20116
Tabora,2008,yield,sorghum,1
Tabora,2008,production,sorghum,20116
Tabora,2008,area,millet,NA
Tabora,2008,yield,millet,NA
Tabora,2008,production,millet,NA
Tabora,2008,area,rice,108004
Tabora,2008,yield,rice,1.3
Tabora,2008,production,rice,140405
Tabora,2008,area,wheat,NA
Tabora,2008,yield,wheat,NA
Tabora,2008,production,wheat,NA
Tanga,2008,area,maize,65885
Tanga,2008,yield,maize,0.3
Tanga,2008,production,maize,19765
Tanga,2008,area,sorghum,327
Tanga,2008,yield,sorghum,0.4
Tanga,2008,production,sorghum,131
Tanga,2008,area,millet,377
Tanga,2008,yield,millet,0.5
Tanga,2008,production,millet,189
Tanga,2008,area,rice,23524
Tanga,2008,yield,rice,0.3
Tanga,2008,production,rice,7057
Tanga,2008,area,wheat,307
Tanga,2008,yield,wheat,0.3
Tanga,2008,production,wheat,92
Arusha,2009,area,maize,117718
Arusha,2009,yield,maize,1.2
Arusha,2009,production,maize,145263
Arusha,2009,area,sorghum,24957
Arusha,2009,yield,sorghum,1.4
Arusha,2009,production,sorghum,34024
Arusha,2009,area,millet,17038
Arusha,2009,yield,millet,0.8
Arusha,2009,production,millet,13908
Arusha,2009,area,rice,97954
Arusha,2009,yield,rice,1.4
Arusha,2009,production,rice,136823
Arusha,2009,area,wheat,7617
Arusha,2009,yield,wheat,1.4
Arusha,2009,production,wheat,10364
Coast,2009,area,maize,243993
Coast,2009,yield,maize,0.6
Coast,2009,production,maize,146380
Coast,2009,area,sorghum,36994
Coast,2009,yield,sorghum,1.2
Coast,2009,production,sorghum,46172
Coast,2009,area,millet,24663
Coast,2009,yield,millet,0.5
Coast,2009,production,millet,13536
Coast,2009,area,rice,239648
Coast,2009,yield,rice,1.1
Coast,2009,production,rice,274396
Coast,2009,area,wheat,NA
Coast,2009,yield,wheat,NA
Coast,2009,production,wheat,NA
Dar es Salaam,2009,area,maize,627
Dar es Salaam,2009,yield,maize,0.9
Dar es Salaam,2009,production,maize,554
Dar es Salaam,2009,area,sorghum,2
Dar es Salaam,2009,yield,sorghum,0.5
Dar es Salaam,2009,production,sorghum,1
Dar es Salaam,2009,area,millet,1
Dar es Salaam,2009,yield,millet,0.5
Dar es Salaam,2009,production,millet,1
Dar es Salaam,2009,area,rice,3321
Dar es Salaam,2009,yield,rice,0.8
Dar es Salaam,2009,production,rice,2515
Dar es Salaam,2009,area,wheat,NA
Dar es Salaam,2009,yield,wheat,NA
Dar es Salaam,2009,production,wheat,NA
Dodoma,2009,area,maize,99548
Dodoma,2009,yield,maize,0.6
Dodoma,2009,production,maize,63142
Dodoma,2009,area,sorghum,165002
Dodoma,2009,yield,sorghum,1.2
Dodoma,2009,production,sorghum,198002
Dodoma,2009,area,millet,10001
Dodoma,2009,yield,millet,0.7
Dodoma,2009,production,millet,77001
Dodoma,2009,area,rice,7124
Dodoma,2009,yield,rice,1.2
Dodoma,2009,production,rice,8749
Dodoma,2009,area,wheat,NA
Dodoma,2009,yield,wheat,NA
Dodoma,2009,production,wheat,NA
Iringa,2009,area,maize,283599
Iringa,2009,yield,maize,1.9
Iringa,2009,production,maize,538838
Iringa,2009,area,sorghum,6608
Iringa,2009,yield,sorghum,1.3
Iringa,2009,production,sorghum,8591
Iringa,2009,area,millet,4405
Iringa,2009,yield,millet,0.6
